content,group,title,title_digist,update_date
https://www.douban.com/group/topic/166987797/,深圳租房-南山租房...,南山「康乐村」四房一厅两卫，可整租可分租，整租6500包管理费,南山「康乐村」四房一厅两卫，可整租可分租，整租6...,03-07
https://www.douban.com/group/topic/166985190/,深圳罗湖租房(收中...,南山「康乐村」四房一厅两卫，可整租可分租，整租包含管理费，房租6500包管理费,南山「康乐村」四房一厅两卫，可整租可分租，整租...,03-07
https://www.douban.com/group/topic/166984589/,深圳租房-南山租房...,南山「康乐村」四房一厅两卫整租，可押一，房租6500包管理费,南山「康乐村」四房一厅两卫整租，可押一，房租650...,03-07
https://www.douban.com/group/topic/165858419/,深圳南山租房团,南山 大新小区房主卧带阳台 2500 个人直租,南山 大新小区房主卧带阳台 2500 个人直租,02-25
https://www.douban.com/group/topic/165593796/,深圳南山租房团,1/11大新站南山站双地铁，小区房主卧2700,1/11大新站南山站双地铁，小区房主卧2700,02-21
https://www.douban.com/group/topic/165584298/,深圳求室友（求租房）,#南山地铁站#高新园#仓前锦福苑小区合租次卧2290/月，地铁口5分钟,#南山地铁站#高新园#仓前锦福苑小区合租次卧2290/...,02-21
https://www.douban.com/group/topic/165288665/,深圳租房-南山租房...,1/11南山大新双地铁，主卧2800,1/11南山大新双地铁，主卧2800,02-17
https://www.douban.com/group/topic/167324771/,深圳租房,直租宝安翻身路小区金泰花园104平三房两厅，家电家私齐全，5669一月，看房联系17722549894微同号,直租宝安翻身路小区金泰花园104平三房两厅，家电家...,昨天09:50
https://www.douban.com/group/topic/167324196/,深圳租房团（只发...,宝安翻身整租金泰花园104平大三房两厅，家电家私齐全5669一月,宝安翻身整租金泰花园104平大三房两厅，家电家私齐...,昨天09:45
https://www.douban.com/group/topic/167323565/,深圳租房,宝安区翻身地铁站附近整租金泰花园三房两厅104平5669一月,宝安区翻身地铁站附近整租金泰花园三房两厅104平56...,昨天09:38
https://www.douban.com/group/topic/167323128/,深圳租房大全【好...,宝安区翻身地铁站附近金泰花园小区整租三房,宝安区翻身地铁站附近金泰花园小区整租三房,昨天09:34
https://www.douban.com/group/topic/166779759/,深圳南山租房团,近桃园地铁口，300米金宝花园，单间独卫采光好，可以简易做饭，5楼2300，招租！,近桃园地铁口，300米金宝花园，单间独卫采光好，可...,03-05
https://www.douban.com/group/topic/166548169/,深圳租房-南山租房...,深圳南山大新转租房～,深圳南山大新转租房～,03-03
https://www.douban.com/group/topic/165975252/,深圳南山租房,【找女生室友】南山华府苑小区三房，现一小房空出，1400（介意养狗者勿扰）,【找女生室友】南山华府苑小区三房，现一小房空出...,02-26
https://www.douban.com/group/topic/165919504/,余杭租房|合租|临平,昆仑华府 尚堂府 瓜山佳苑 二号线 运河天地 运河上街 南北商务港 永旺 梦栖小镇,昆仑华府 尚堂府 瓜山佳苑 二号线 运河天地 运河上...,02-25
https://www.douban.com/group/topic/166775479/,深圳南山租房团,科技园附近，公寓房限时优惠，装修很漂亮，服务很好，不收中介费，价格便宜。,科技园附近，公寓房限时优惠，装修很漂亮，服务很...,03-05
https://www.douban.com/group/topic/166641675/,深圳租房,【南山】桃园地铁站100米次卧转租2300如意家园三房一厅,【南山】桃园地铁站100米次卧转租2300如意家园三房...,03-04
https://www.douban.com/group/topic/166641531/,深圳南山租房团,桃园地铁站100米次卧转租2300如意家园三房一厅,桃园地铁站100米次卧转租2300如意家园三房一厅,03-04
https://www.douban.com/group/topic/166640439/,深圳租房团,【急转租】桃园地铁站100米次卧转租 如意家园三房一厅,【急转租】桃园地铁站100米次卧转租 如意家园三房一厅,03-04
https://www.douban.com/group/topic/165774027/,南山科技园租房,♥♥南山科技园 / 一号线双向地铁,♥♥南山科技园 / 一号线双向地铁,02-24
https://www.douban.com/group/topic/165773996/,深圳南山租房团,南山科技园 / 一号线双向地铁,南山科技园 / 一号线双向地铁,02-24
https://www.douban.com/group/topic/166719421/,深圳南山租房,康达苑，电梯朝南，双周保洁，90后室友，房东直租1800/月 ,康达苑，电梯朝南，双周保洁，90后室友，房东直租1...,03-05
https://www.douban.com/group/topic/166984167/,深圳南山租房团,南山-「康乐村」四房一厅两卫整租，房租6500包管理费,南山-「康乐村」四房一厅两卫整租，房租6500包管理费,03-07
https://www.douban.com/group/topic/164391998/,廣府壁畫拾粹 Cant...,略析楊瑞石其人其畫——廣府壁畫大師的人品和畫品,略析楊瑞石其人其畫——廣府壁畫大師的人品和畫品,02-04
https://www.douban.com/group/topic/165203044/,深圳南山租房团,大新地铁口 小区 主卧带独卫带阳台 2500,大新地铁口 小区 主卧带独卫带阳台 2500,02-16
https://www.douban.com/group/topic/164455457/,初来咋到（深圳租房）,#科技园#软件基地#仓前锦福苑小区合租次卧2290/月，地铁口5分钟	,#科技园#软件基地#仓前锦福苑小区合租次卧2290/月...,02-05
https://www.douban.com/group/topic/167322917/,深圳租房【推荐★...,翻身地铁站附近金泰花园整租三房两厅,翻身地铁站附近金泰花园整租三房两厅,昨天09:31
https://www.douban.com/group/topic/167320009/,深圳租房-南山租房...,【兴东地铁口小区房】45平一房一厅带阳台燃气，直达TCLE城15分钟，宝安靠近南山临界点兴东地铁站物业先到先得,【兴东地铁口小区房】45平一房一厅带阳台燃气，直...,昨天08:47
https://www.douban.com/group/topic/167483241/,豆瓣吃瓜人才组,想知道大家小时候互联网还没如此普及的时候都在做什么,想知道大家小时候互联网还没如此普及的时候都在做什么,今天16:37
https://www.douban.com/group/topic/167476017/,深圳南山租房团,大新地铁站旁～大陆庄园15平超大阳台房2160/月,大新地铁站旁～大陆庄园15平超大阳台房2160/月,今天15:37
https://www.douban.com/group/topic/167158504/,深圳租房,1号线南山区桃园地铁站附近南头街道常兴新村出租单间--1500/月,1号线南山区桃园地铁站附近南头街道常兴新村出租单...,03-09
https://www.douban.com/group/topic/165860619/,深圳南山租房团,大新地铁口 步行五分钟内可达小区 华府苑 四房一厅 次卧招租 1830/月 疫情期间 不影响入住,大新地铁口 步行五分钟内可达小区 华府苑 四房一厅...,02-25
https://www.douban.com/group/topic/165763922/,杭州 出租 租房 中...,瓜山佳苑 尚堂府 长吴公寓 昆仑华府 运河天地 地铁2号线 梦栖小镇,瓜山佳苑 尚堂府 长吴公寓 昆仑华府 运河天地 地铁...,02-23
https://www.douban.com/group/topic/165773969/,深圳南山租房,南山科技园—城家公寓—双向地铁站,南山科技园—城家公寓—双向地铁站,02-24
https://www.douban.com/group/topic/162880008/,深圳租房团,康达苑 三房两厅一卫   舒适居住户型 高精装修 家电家具齐全 拎包入住,康达苑 三房两厅一卫   舒适居住户型 高精装修 家...,01-09
https://www.douban.com/group/topic/162991693/,杭州无中介租房,转租二号线丰潭路文三西路康乐新村3室20朝南次卧,转租二号线丰潭路文三西路康乐新村3室20朝南次卧,01-11
https://www.douban.com/group/topic/162812082/,廣府壁畫拾粹 Cant...,廣府壁畫拾趣之一水墨云龙 中 20180520更新,廣府壁畫拾趣之一水墨云龙 中 20180520更新,01-08
https://www.douban.com/group/topic/121187715/,初来咋到（深圳租房）,深大软产高新园科技园海岸城附近上班租房的看过来,深大软产高新园科技园海岸城附近上班租房的看过来,2018-07-29
https://www.douban.com/group/topic/121187676/,深圳租房客,深大软产海岸城科技园附近上班的看过来,深大软产海岸城科技园附近上班的看过来,2018-07-29
https://www.douban.com/group/topic/121187638/,深圳租房易,软产深大科技园海岸城高新园上班租房看过来,软产深大科技园海岸城高新园上班租房看过来,2018-07-29
https://www.douban.com/group/topic/162647683/,深圳租房-南山租房...,南山桃园双地铁口950低价转合租小区房（急转,南山桃园双地铁口950低价转合租小区房（急转,01-06
https://www.douban.com/group/topic/167297166/,深圳租房-宝安租房...,转租：固戍地铁站精装两房一厅2200起,转租：固戍地铁站精装两房一厅2200起,03-10
https://www.douban.com/group/topic/167283360/,深圳租房-南山租房...,【个人转租】南山大新1号线地铁站 小区合租 次卧2200/月,【个人转租】南山大新1号线地铁站 小区合租 次卧22...,03-10
https://www.douban.com/group/topic/167153999/,深圳租房团,1号线大新地铁站500米大陆庄园小区转租主卧带独卫限女生,1号线大新地铁站500米大陆庄园小区转租主卧带独卫...,03-09
https://www.douban.com/group/topic/166803546/,初来咋到（深圳租房）,"1号线，11号线附近前海枫叶大厦优质复试三房出租,公寓风格，INS风格，距离南山地铁站300米","1号线，11号线附近前海枫叶大厦优质复试三房出租,...",03-06
https://www.douban.com/group/topic/163144757/,深圳南山租房团,桃园和南山双地铁口，有间1100元，独立卫生间彩光超好,桃园和南山双地铁口，有间1100元，独立卫生间彩光超好,01-13
https://www.douban.com/group/topic/164799293/,社畜买房共进会,深圳南山宝安购房经验分享,深圳南山宝安购房经验分享,02-10
https://www.douban.com/group/topic/164671617/,女生租房在成都,华府大道地铁附近 合租 龙腾苑 套二主卧 限女,华府大道地铁附近 合租 龙腾苑 套二主卧 限女,02-08
https://www.douban.com/group/topic/164274834/,成都租房,合租 龙腾苑 套二主卧 限女,合租 龙腾苑 套二主卧 限女,02-02
https://www.douban.com/group/topic/164025590/,成都租房合租【拒...,【个人转租】华府大道套二转租,【个人转租】华府大道套二转租,01-29
https://www.douban.com/group/topic/165629878/,深圳南山租房,"城家公寓—南山科技园店，租期灵活，可短租，有意者加微信,17683998536为您解答",城家公寓—南山科技园店，租期灵活，可短租，有意...,02-22
https://www.douban.com/group/topic/162330197/,深圳租房,过年回家了，转租个三房两厅两卫6500的,过年回家了，转租个三房两厅两卫6500的,01-02
https://www.douban.com/group/topic/162329478/,深圳南山租房团,过年回家了，转租了桃园南山三房两厅两卫6500,过年回家了，转租了桃园南山三房两厅两卫6500,01-02
https://www.douban.com/group/topic/162046703/,【南山】深圳租房合租,【已转】南山区南油 钜建大厦 主卧带独卫 房租2140～限女生,【已转】南山区南油 钜建大厦 主卧带独卫 房租2140...,2019-12-29
https://www.douban.com/group/topic/158194407/,深圳南山租房团,南山地铁口 康达苑小区 拎包入住,南山地铁口 康达苑小区 拎包入住,2019-11-16
https://www.douban.com/group/topic/156640325/,【南山】深圳租房合租,佛系转租，押一付一1780温馨小次卧,佛系转租，押一付一1780温馨小次卧,2019-10-31
https://www.douban.com/group/topic/156036411/,深圳南山租房,直租 南山 近科技园 地铁站 康达苑小区 全新房 拎包入住 2100/月独卫 家电齐全,直租 南山 近科技园 地铁站 康达苑小区 全新房 拎...,2019-10-25
https://www.douban.com/group/topic/121187559/,深圳求室友（求租房）,软产科技园深大海岸城附近租房看过来,软产科技园深大海岸城附近租房看过来,2018-07-29
https://www.douban.com/group/topic/121187500/,深圳南山租房团,软产海岸城深大科技园南租房看过来,软产海岸城深大科技园南租房看过来,2018-07-29
https://www.douban.com/group/topic/121187456/,深圳房源发布【合...,软产深大附近厚德品园时尚复式高性价比主卧招租,软产深大附近厚德品园时尚复式高性价比主卧招租,2018-07-29
https://www.douban.com/group/topic/120762116/,深圳求室友（求租房）,三层复式整租两居80平豪华装修,三层复式整租两居80平豪华装修,2018-07-22
https://www.douban.com/group/topic/120762044/,深圳租房@免中介费,整租两居室80平豪华装修8560,整租两居室80平豪华装修8560,2018-07-22
https://www.douban.com/group/topic/162330503/,深圳租房-南山租房...,南山桃园双地铁口950元低价转合租小区房（急转,南山桃园双地铁口950元低价转合租小区房（急转,01-02
https://www.douban.com/group/topic/162329680/,深圳租房-南山租房...,南山桃园双地铁口950元低价转合租小区房（急转）,南山桃园双地铁口950元低价转合租小区房（急转）,01-02
https://www.douban.com/group/topic/162250700/,深圳租房,【个人直租】南山地铁站附近50平一室一厅带小次卧小区电梯房4300低于行情价出租,【个人直租】南山地铁站附近50平一室一厅带小次卧...,01-01
https://www.douban.com/group/topic/167496462/,深圳租房,1号线/11号线大新/桃园地铁站，荔苑小区小区合租，地铁8分钟，每月仅需1千九，四室一卫，配套齐全，,1号线/11号线大新/桃园地铁站，荔苑小区小区合租，...,55分钟前
https://www.douban.com/group/topic/166803296/,深圳南山租房,"
1号线，11号线附近前海枫叶大厦优质复试三房出租,公寓风格，INS风格，距离南山地铁站300米","
1号线，11号线附近前海枫叶大厦优质复试三房出租,...",03-06
https://www.douban.com/group/topic/166776467/,初来咋到（深圳租房）,南山学府路大陆庄园整间转租 1700包水网 独立卫浴可做饭 无中介费 着急回老家 可电联1326558896,南山学府路大陆庄园整间转租 1700包水网 独立卫浴...,03-05
https://www.douban.com/group/topic/162635943/,深圳租房团,南山学府路金宝花园B栋704单间招租,南山学府路金宝花园B栋704单间招租,01-06
https://www.douban.com/group/topic/162580093/,深圳租房-宝安租房...,转租南山中心单间,转租南山中心单间,01-05
https://www.douban.com/group/topic/162578908/,深圳租房,转租南山中心区单间,转租南山中心区单间,01-05
https://www.douban.com/group/topic/164025133/,成都租房,1号线华府大道套二转租,1号线华府大道套二转租,01-29
https://www.douban.com/group/topic/163200914/,深圳租房团,大新地铁 转租 整租一房一厅,大新地铁 转租 整租一房一厅,01-14
https://www.douban.com/group/topic/163087073/,深圳罗湖租房(收中...,个人水贝单间转租,个人水贝单间转租,01-12
https://www.douban.com/group/topic/162043596/,深圳租房-宝安租房...,大新地铁站、华府苑精装两房租金5500,大新地铁站、华府苑精装两房租金5500,2019-12-29
https://www.douban.com/group/topic/161993482/,深圳南山租房团,"桃园地铁口，近天虹商场，科技园，可短租两个月/长租，主卧阳台2560,次卧飘窗价格低至2090",桃园地铁口，近天虹商场，科技园，可短租两个月/长...,2019-12-29
https://www.douban.com/group/topic/156035627/,深圳租房-南山租房...,康达苑小区 近地铁 独卫厨房拎包入住直租2200/月 低楼层 先到先得,康达苑小区 近地铁 独卫厨房拎包入住直租2200/月 ...,2019-10-25
https://www.douban.com/group/topic/155974370/,深圳租房-南山租房...,南山 康达苑小区 新房 拎包入住2300/月,南山 康达苑小区 新房 拎包入住2300/月,2019-10-24
https://www.douban.com/group/topic/155767442/,深圳租房,南山地铁 小区电梯房精装大单间 带独立厨卫 房间大飘窗 冰箱空调洗衣机齐全,南山地铁 小区电梯房精装大单间 带独立厨卫 房间大...,2019-10-22
https://www.douban.com/group/topic/155164504/,深圳南山租房团,直租南山地铁站康达苑电梯房精装原始主卧次卧步行地铁站仅要四百米洗衣机冰箱独用均有厨卫1980-3080大小单间均有,直租南山地铁站康达苑电梯房精装原始主卧次卧步行...,2019-10-15
https://www.douban.com/group/topic/154988208/,深圳南山租房团,直租南山地铁站康达苑小区房电梯高绿化环境舒适步行地铁站六分钟配齐洗衣机冰箱沙发实惠价3180,直租南山地铁站康达苑小区房电梯高绿化环境舒适步...,2019-10-13
https://www.douban.com/group/topic/162634129/,杭州租房,年前免费|转租文三西路康乐新村3室朝南次卧,年前免费|转租文三西路康乐新村3室朝南次卧,01-06
https://www.douban.com/group/topic/162416591/,杭州 出租 租房 中...,西湖区古墩路和天目山路交叉口 城市心境3个小单间,西湖区古墩路和天目山路交叉口 城市心境3个小单间,01-03
https://www.douban.com/group/topic/116393058/,深圳租房团,【已租出】1500包水网费+南山地铁口光大村小区,【已租出】1500包水网费+南山地铁口光大村小区,2018-04-30
https://www.douban.com/group/topic/116206553/,深圳租房,1500单间包电网费+南航公司附近光大村小区,1500单间包电网费+南航公司附近光大村小区,2018-04-26
https://www.douban.com/group/topic/116206440/,深圳租房,1500单间包水网费+南航宿舍附近光大村小区,1500单间包水网费+南航宿舍附近光大村小区,2018-04-26
https://www.douban.com/group/topic/116205857/,深圳租房-南山租房...,【已租出】1500单间包水网费+南航宿舍附近光大村小区,【已租出】1500单间包水网费+南航宿舍附近光大村小区,2018-04-26
https://www.douban.com/group/topic/162237841/,深圳租房,【个人直租】南山地铁站旁仓前锦福苑1室1厅附带1小次卧4300低于市场价朝南通风光线好50平,【个人直租】南山地铁站旁仓前锦福苑1室1厅附带1小...,01-01
https://www.douban.com/group/topic/162159622/,深圳租房团,南山桃园双地铁口950低价转合租小区房（急转，月底..,南山桃园双地铁口950低价转合租小区房（急转，月底..,2019-12-31
https://www.douban.com/group/topic/161545104/,深圳租房客,南山地铁附近950急转，免租到月底,南山地铁附近950急转，免租到月底,2019-12-23
https://www.douban.com/group/topic/161544159/,初来咋到（深圳租房）,950南山桃园双地铁口，急转送免租,950南山桃园双地铁口，急转送免租,2019-12-23
https://www.douban.com/group/topic/161543973/,深圳租房,南山地铁500米附近，家具齐全，室友融洽，小区电梯房950低价转！,南山地铁500米附近，家具齐全，室友融洽，小区电梯...,2019-12-23
https://www.douban.com/group/topic/166774076/,深圳南山租房团,南山学府路大陆庄园1700元整间转租 包水网 独立卫浴可做饭 无中介费 急！电联13265588960,南山学府路大陆庄园1700元整间转租 包水网 独立卫...,03-05
https://www.douban.com/group/topic/162577148/,深圳租房-南山租房...,转租南山中心区合租房,转租南山中心区合租房,01-05
https://www.douban.com/group/topic/161467078/,深圳租房,花园小区公寓直租,花园小区公寓直租,2019-12-22
https://www.douban.com/group/topic/161398096/,深圳租房易,公寓直租,公寓直租,2019-12-21
https://www.douban.com/group/topic/160913008/,深圳租房-南山租房...,个人转租·桃园地铁·非公寓·田厦翡翠明珠次卧-2600/月·直接和房东签合同,个人转租·桃园地铁·非公寓·田厦翡翠明珠次卧-26...,2019-12-15
https://www.douban.com/group/topic/154255004/,深圳南山租房团,直租南山地铁站康达苑精装电梯单间独厨卫可做饭可养猫咪1900-3200,直租南山地铁站康达苑精装电梯单间独厨卫可做饭可...,2019-10-06
https://www.douban.com/group/topic/152804816/,深圳租房-南山租房...,【个人急转】11号线南山站次卧出租，近软件产业基地 腾讯滨海/芒果网/怡化大厦 2人1卫 电梯花园房 仅需2200 非中介,【个人急转】11号线南山站次卧出租，近软件产业基...,2019-09-18
https://www.douban.com/group/topic/150438129/,深圳南山租房团,一号线大新地铁站  11号线南山地铁站，双地铁口，位置安静，电梯五楼，康达苑小区。,一号线大新地铁站  11号线南山地铁站，双地铁口，...,2019-08-24
https://www.douban.com/group/topic/116049486/,深圳南山租房团,【已租】南山地铁口1500小区单间转租，4月27号入住，男女不限,【已租】南山地铁口1500小区单间转租，4月27号入住...,2018-04-24
https://www.douban.com/group/topic/114979809/,深圳租房-南山租房...,【已出租】无中介费 可整租单租 南山地铁站2分钟 南北通透 房东直租,【已出租】无中介费 可整租单租 南山地铁站2分钟 ...,2018-04-04
https://www.douban.com/group/topic/110562314/,深圳租房,南山区荔芳小区，桃园南山双地铁口出租,南山区荔芳小区，桃园南山双地铁口出租,2017-12-12
https://www.douban.com/group/topic/105561356/,深圳租房团,南山区福临苑小区2室一厅整租（房东直租）,南山区福临苑小区2室一厅整租（房东直租）,2017-07-31
https://www.douban.com/group/topic/161543773/,深圳租房,低价绝无仅有的小区电梯房，950每月急转！,低价绝无仅有的小区电梯房，950每月急转！,2019-12-23
https://www.douban.com/group/topic/161543523/,深圳租房-南山租房...,南山桃园双地铁口950低价转合租小区房（急转，月底前可免费住）,南山桃园双地铁口950低价转合租小区房（急转，月底...,2019-12-23
https://www.douban.com/group/topic/160801629/,深圳南山租房团,南山地铁站 一房一厅2380元招租 科技园10分钟 蛇口福田20分钟 免佣送100M宽带,南山地铁站 一房一厅2380元招租 科技园10分钟 蛇口...,2019-12-14
https://www.douban.com/group/topic/167413452/,深圳南山租房团,转租,转租,昨天23:15
https://www.douban.com/group/topic/167397821/,深圳租房-南山租房...,房屋转租,房屋转租,昨天20:47
https://www.douban.com/group/topic/166396661/,Kindle 电子书 分享,羅斯柴爾德家族 - 之乎書坊精校版本,羅斯柴爾德家族 - 之乎書坊精校版本,03-02
https://www.douban.com/group/topic/166336195/,深圳求室友（求租房）,南山大新地铁站合租次卧1900，大陆庄园小区，有物业有电梯，大阳台，家具齐全,南山大新地铁站合租次卧1900，大陆庄园小区，有物...,03-01
https://www.douban.com/group/topic/162054647/,深圳租房-南山租房...,[已租]减免1个月房租，地铁桃园站小1室1厅2500,[已租]减免1个月房租，地铁桃园站小1室1厅2500,2019-12-29
https://www.douban.com/group/topic/162053840/,深圳租房,[已租]减免一个月房租，地铁桃园站小1室1厅2500,[已租]减免一个月房租，地铁桃园站小1室1厅2500,2019-12-29
https://www.douban.com/group/topic/162053596/,深圳南山租房团,地铁桃园站小1室1厅2500,地铁桃园站小1室1厅2500,2019-12-29
https://www.douban.com/group/topic/162053584/,深圳南山租房团,[已租]地铁桃园站小1室1厅2500,[已租]地铁桃园站小1室1厅2500,2019-12-29
https://www.douban.com/group/topic/161728573/,深圳南山租房团,南山桃园上地铁学府路金宝花园单间太光特好，价格优惠只需要1400元   房东直租,南山桃园上地铁学府路金宝花园单间太光特好，价格...,2019-12-25
https://www.douban.com/group/topic/160249474/,深圳南山租房团,南山桃园双地铁站,南山桃园双地铁站,2019-12-08
https://www.douban.com/group/topic/160214351/,深圳南山租房,南山桃园双地铁站 15平方米 2000元,南山桃园双地铁站 15平方米 2000元,2019-12-08
https://www.douban.com/group/topic/150345499/,深圳南山租房团,🎀❤🎀❤大新地铁站800米，南山地铁站750米，双地铁口，位置安静，采光极佳，先到先得。,🎀❤🎀❤大新地铁站800米，南山地铁站750...,2019-08-23
https://www.douban.com/group/topic/150251173/,深圳南山租房团,大新地铁站800米，南山地铁站750米，双地铁口，位置安静，采光极佳，先到先得。,大新地铁站800米，南山地铁站750米，双地铁口，位...,2019-08-22
https://www.douban.com/group/topic/144377622/,深圳租房,大新地铁站 精装次卧 小区高层 拎包入住,大新地铁站 精装次卧 小区高层 拎包入住,2019-06-28
https://www.douban.com/group/topic/144377450/,南山科技园租房,精装次卧 康达苑 小区高层电梯 家电齐全 拎包入住,精装次卧 康达苑 小区高层电梯 家电齐全 拎包入住,2019-06-28
https://www.douban.com/group/topic/144377234/,深圳租房,康达苑小区 精装次卧 高层电梯 家电齐全 拎包入住,康达苑小区 精装次卧 高层电梯 家电齐全 拎包入住,2019-06-28
https://www.douban.com/group/topic/160244276/,杭州 出租 租房 中...,西湖区古墩路和天目山路交叉口 城市心境3个小单间出租 可以短租,西湖区古墩路和天目山路交叉口 城市心境3个小单间...,2019-12-08
https://www.douban.com/group/topic/160417282/,深圳租房,950元南山桃园双地铁口电梯房单人床位出租，低价出！,950元南山桃园双地铁口电梯房单人床位出租，低价出！,2019-12-10
https://www.douban.com/group/topic/160416753/,深圳租房,950元南山桃园双地铁口小区电梯房单人床位出租，低价急转！,950元南山桃园双地铁口小区电梯房单人床位出租，低...,2019-12-10
https://www.douban.com/group/topic/159700818/,深圳南山租房团,招室友 不是中介 ✨大新桃园 电梯小区 次卧 全新家具可短租  仅1800✨女生优先 👧🏻,招室友 不是中介 ✨大新桃园 电梯小区 次卧 全新...,2019-12-02
https://www.douban.com/group/topic/159699963/,深圳租房团,招室友 😊女生优先👧🏻 大新桃园电梯小区次卧可短租 仅1800  ✨手慢无 哈哈👍🏻,招室友 😊女生优先👧🏻 大新桃园电梯小区次...,2019-12-02
https://www.douban.com/group/topic/167130134/,深圳租房-南山租房...,短租3个月，靠近来福士南油海岸城，南荔苑小区转租，急转随时入住,短租3个月，靠近来福士南油海岸城，南荔苑小区转租...,03-09
https://www.douban.com/group/topic/167089754/,深圳南山租房,桃园次卧短租,桃园次卧短租,03-08
https://www.douban.com/group/topic/167066108/,深圳租房-南山租房...,蛇口网谷、荔秀服装城、蛇口沃尔玛、新装单间出租,蛇口网谷、荔秀服装城、蛇口沃尔玛、新装单间出租,03-08
